temp_id,exercise_type,name,description,video_url,visibility,equipment_tags,region_tag,goal_tag,modality_tag,intensity_tag,contraindication_tags
E243,Mobility,Shoulder Flexion Wall Slide,Wall slide to improve shoulder flexion range.,,global,bodyweight,Upper Body,Flexibility,Weight Training,Low Intensity,shoulder pain
E244,Mobility,Adductor Rock Back,Quadruped rock back to open adductors.,,global,bodyweight,Lower Body,Flexibility,Weight Training,Low Intensity,
E245,Mobility,Wrist Mobility Circles,Gentle wrist circles for joint mobility.,,global,bodyweight,Upper Body,Flexibility,Weight Training,Low Intensity,
E246,Recovery,Recovery Walk,Low-intensity walk for circulation and recovery.,,global,bodyweight,Full Body,Recovery,Recovery,Low Intensity,
E247,Recovery,Easy Bike Flush,Easy spin to promote recovery and circulation.,,global,machine,Full Body,Recovery,Recovery,Low Intensity,
E248,Recovery,Easy Rowing,Low-intensity rowing for recovery work.,,global,machine,Full Body,Recovery,Recovery,Low Intensity,
E249,Recovery,Breathing Reset (90/90),Supine 90/90 breathing for nervous system reset.,,global,bodyweight,Core,Recovery,Recovery,Low Intensity,
E250,Recovery,Legs Up the Wall,Supine legs-up position for relaxation and recovery.,,global,bodyweight,Lower Body,Recovery,Recovery,Low Intensity,
E251,Recovery,Light Run (Recovery),Very easy run for aerobic recovery.,,global,bodyweight,Lower Body,Recovery,Running,Low Intensity,achilles issues|knee pain
E252,Recovery,Pool Walk,Low-impact walking in water for recovery.,,global,bodyweight,Lower Body,Recovery,Recovery,Low Intensity,
E253,Recovery,Recovery Stretch Flow,Gentle full-body stretch sequence for recovery.,,global,bodyweight,Full Body,Recovery,Recovery,Low Intensity,
E254,Recovery,Diaphragmatic Breathing,Slow breathing drill to reduce stress and aid recovery.,,global,bodyweight,Core,Recovery,Recovery,Low Intensity,
E255,Recovery,Progressive Muscle Relaxation,Tension-release sequence for full-body recovery.,,global,bodyweight,Full Body,Recovery,Recovery,Low Intensity,
E256,Gym,Single-Leg Box Squat,Box squat to bench for unilateral control and strength.,,global,bodyweight|bench,Lower Body,Strength,Weight Training,Moderate Intensity,knee pain|low back pain
E257,Gym,Pullover (Cable),Straight-arm pullover for lat strength and shoulder control.,,global,cable,Upper Body,Strength,Weight Training,Low Intensity,
E258,Gym,Hip Thrust (Dumbbell),Dumbbell hip thrust for glute strength and control.,,global,dumbbell|bench,Lower Body,Strength,Weight Training,Moderate Intensity,low back pain
E259,Plyometric,Lateral Skips for Distance,Explosive lateral skips for power and coordination.,,global,bodyweight,Lower Body,Power,Running,Moderate Intensity,achilles issues|knee pain
E260,Drill,Falling Start Sprint,Falling start drill to teach acceleration mechanics.,,global,bodyweight,Lower Body,Power,Running,Moderate Intensity,achilles issues|knee pain
E261,Gym,Sumo Deadlift,Wide-stance deadlift emphasizing hip adductors and glutes.,,global,barbell,Lower Body,Strength,Weight Training,High Intensity,low back pain
E262,Gym,Power Clean,Explosive full clean from floor to front rack.,,global,barbell,Full Body,Power,Weight Training,High Intensity,low back pain|shoulder pain
E263,Gym,Cable Pull-Through,Hip hinge with cable for glute and hamstring activation.,,global,cable,Lower Body,Strength,Weight Training,Moderate Intensity,low back pain
E264,Gym,Reverse Hyper,Posterior chain extension on reverse hyper machine.,,global,machine,Lower Body,Strength,Weight Training,Moderate Intensity,low back pain
E265,Gym,Preacher Curl (Dumbbell),Isolated bicep curl on preacher bench.,,global,dumbbell|bench,Upper Body,Strength,Weight Training,Low Intensity,
E266,Gym,Skull Crusher (Barbell),Lying tricep extension with barbell.,,global,barbell|bench,Upper Body,Strength,Weight Training,Low Intensity,
E267,Gym,Ab Wheel Rollout,Anti-extension core rollout with ab wheel.,,global,ab wheel,Core,Strength,Weight Training,Moderate Intensity,low back pain
E268,Gym,Inverted Row,Bodyweight row using bar or rings.,,global,bodyweight|pull-up bar,Upper Body,Strength,Weight Training,Moderate Intensity,
E269,Gym,T-Bar Row,Chest-supported or bent-over row using T-bar.,,global,barbell,Upper Body,Strength,Weight Training,Moderate Intensity,low back pain
E270,Gym,Lateral Lunge,Side lunge for adductor and lateral hip strength.,,global,bodyweight,Lower Body,Strength,Weight Training,Moderate Intensity,knee pain
E271,Gym,Lateral Lunge (Dumbbell),Loaded side lunge with dumbbells.,,global,dumbbell,Lower Body,Strength,Weight Training,Moderate Intensity,knee pain
E272,Gym,Deficit Deadlift,Deadlift from elevated platform for increased range.,,global,barbell,Lower Body,Strength,Weight Training,High Intensity,low back pain
E273,Gym,Rack Pull (Barbell),Partial deadlift from rack pins.,,global,barbell,Lower Body,Strength,Weight Training,High Intensity,low back pain
E274,Gym,Pendlay Row,Strict barbell row from floor each rep.,,global,barbell,Upper Body,Strength,Weight Training,Moderate Intensity,low back pain
E275,Gym,Floor Press (Barbell),Bench press from floor limiting range of motion.,,global,barbell,Upper Body,Strength,Weight Training,Moderate Intensity,shoulder pain
E276,Gym,Floor Press (Dumbbell),Dumbbell press from floor for shoulder-friendly pressing.,,global,dumbbell,Upper Body,Strength,Weight Training,Moderate Intensity,shoulder pain
E277,Gym,Arnold Press (Dumbbell),Rotating shoulder press for full delt development.,,global,dumbbell,Upper Body,Strength,Weight Training,Moderate Intensity,shoulder pain
E278,Gym,Snatch (Barbell),Full Olympic snatch from floor to overhead.,,global,barbell,Full Body,Power,Weight Training,High Intensity,low back pain|shoulder pain
E279,Gym,Clean and Jerk,Full Olympic clean followed by jerk overhead.,,global,barbell,Full Body,Power,Weight Training,High Intensity,low back pain|shoulder pain
E280,Gym,Romanian Deadlift (Barbell),Barbell RDL for hamstring and posterior chain.,,global,barbell,Lower Body,Strength,Weight Training,Moderate Intensity,low back pain
E281,Gym,Internal Rotation (Band),Band internal rotation for shoulder balance.,,global,resistance band,Upper Body,Strength,Weight Training,Low Intensity,shoulder pain
E282,Gym,Front Raise (Dumbbell),Dumbbell front raise for anterior deltoid.,,global,dumbbell,Upper Body,Strength,Weight Training,Low Intensity,shoulder pain
E283,Gym,Shrug (Barbell),Barbell shrug for upper trap development.,,global,barbell,Upper Body,Strength,Weight Training,Moderate Intensity,
E284,Gym,Seated Row (Machine),Machine-based horizontal row for mid-back.,,global,machine,Upper Body,Strength,Weight Training,Moderate Intensity,
E285,Gym,Leg Curl (Dumbbell),Prone dumbbell curl for hamstring isolation.,,global,dumbbell|bench,Lower Body,Strength,Weight Training,Low Intensity,
E286,Gym,Split Squat (Dumbbell),Stationary split squat with dumbbell loading.,,global,dumbbell,Lower Body,Strength,Weight Training,Moderate Intensity,knee pain
E287,Gym,Goblet Squat (Kettlebell),Kettlebell front-loaded squat for depth and bracing.,,global,kettlebell,Lower Body,Strength,Weight Training,Moderate Intensity,knee pain|low back pain
E288,Gym,Sumo Squat (Dumbbell),Wide-stance squat holding dumbbell between legs.,,global,dumbbell,Lower Body,Strength,Weight Training,Moderate Intensity,knee pain
E289,Gym,Tricep Dip (Weighted),Weighted parallel bar dip for triceps and chest.,,global,bodyweight|dip station,Upper Body,Strength,Weight Training,Moderate Intensity,shoulder pain
E290,Gym,Close-Grip Push-Up,Push-up with narrow hand placement for triceps emphasis.,,global,bodyweight,Upper Body,Strength,Weight Training,Moderate Intensity,shoulder pain
